timestamp,open,high,low,close,volume
2025-02-25 00:29:30.563885,2019.87,2024.39,2019.61,2019.87,6348
2025-02-26 00:29:30.563885,2015.63,2031.28,1992.8,2014.28,4584
2025-02-27 00:29:30.563885,2025.4,2060.11,2015.88,2040.38,3703
2025-02-28 00:29:30.563885,2034.85,2110.24,2098.12,2102.53,5468
2025-03-01 00:29:30.563885,2098.76,2097.6,2075.11,2092.68,4719
2025-03-02 00:29:30.563885,2080.73,2104.39,2045.18,2082.88,8891
2025-03-03 00:29:30.563885,2087.26,2156.46,2116.12,2148.67,2581
2025-03-04 00:29:30.563885,2149.6,2218.4,2143.9,2181.65,6124
2025-03-05 00:29:30.563885,2179.82,2183.58,2159.57,2161.16,3193
2025-03-06 00:29:30.563885,2160.41,2222.04,2155.04,2184.61,8266
2025-03-07 00:29:30.563885,2181.47,2191.16,2159.63,2164.37,6989
2025-03-08 00:29:30.563885,2170.31,2147.77,2126.89,2144.21,5178
2025-03-09 00:29:30.563885,2133.87,2172.1,2147.84,2154.58,6997
2025-03-10 00:29:30.563885,2156.65,2089.72,2052.73,2072.14,4419
2025-03-11 00:29:30.563885,2070.52,2005.81,1931.06,2000.65,1770
2025-03-12 00:29:30.563885,2012.88,2001.48,1976.82,1978.15,8901
2025-03-13 00:29:30.563885,1985.95,1972.1,1930.06,1938.08,3814
2025-03-14 00:29:30.563885,1935.54,1979.3,1933.14,1950.26,7881
2025-03-15 00:29:30.563885,1940.16,1921.4,1894.58,1914.84,7941
2025-03-16 00:29:30.563885,1916.85,1876.92,1858.59,1860.76,8648
2025-03-17 00:29:30.563885,1868.42,1948.22,1905.98,1915.3,5854
2025-03-18 00:29:30.563885,1914.19,1942.99,1902.31,1906.65,4472
2025-03-19 00:29:30.563885,1906.33,1936.33,1876.71,1909.23,5164
2025-03-20 00:29:30.563885,1915.47,1854.94,1847.35,1854.82,2906
2025-03-21 00:29:30.563885,1866.01,1861.07,1794.73,1834.63,7238
2025-03-22 00:29:30.563885,1837.72,1868.34,1823.75,1838.7,9472
2025-03-23 00:29:30.563885,1843.85,1812.76,1795.25,1796.37,5188
2025-03-24 00:29:30.563885,1799.72,1811.25,1803.48,1809.87,6585
2025-03-25 00:29:30.563885,1806.87,1797.58,1773.55,1788.13,7981
2025-03-26 00:29:30.563885,1785.18,1779.6,1759.29,1777.7,8240
2025-03-27 00:29:30.563885,1772.95,1777.34,1755.57,1756.3,7493
2025-03-28 00:29:30.563885,1757.3,1828.27,1802.07,1821.37,6811
2025-03-29 00:29:30.563885,1814.66,1834.99,1810.91,1820.88,9717
2025-03-30 00:29:30.563885,1829.67,1809.36,1757.99,1782.36,5621
2025-03-31 00:29:30.563885,1784.92,1816.19,1795.97,1811.68,7506
2025-04-01 00:29:30.563885,1819.76,1784.63,1766.04,1767.44,4086
2025-04-02 00:29:30.563885,1764.84,1818.43,1769.61,1774.83,9905
2025-04-03 00:29:30.563885,1775.21,1725.55,1701.46,1705.26,5632
2025-04-04 00:29:30.563885,1709.8,1674.49,1656.34,1659.97,8561
2025-04-05 00:29:30.563885,1660.35,1666.63,1641.84,1666.5,8943
2025-04-06 00:29:30.563885,1676.58,1705.68,1666.1,1691.11,3472
2025-04-07 00:29:30.563885,1683.91,1708.98,1692.0,1696.91,1876
2025-04-08 00:29:30.563885,1695.92,1703.07,1684.58,1692.99,2460
2025-04-09 00:29:30.563885,1690.0,1693.74,1674.59,1682.79,4735
