timestamp,open,high,low,close,volume
2025-02-25 00:29:30.749779,51241.79,51528.86,51225.65,51241.79,6348
2025-02-26 00:29:30.749779,50973.93,51960.73,49530.98,50887.54,4584
2025-02-27 00:29:30.749779,51603.11,53805.7,50958.9,52535.5,3703
2025-02-28 00:29:30.749779,52164.25,57054.75,56240.06,56536.16,5468
2025-03-01 00:29:30.749779,56284.98,56202.3,54701.28,55874.25,4719
2025-03-02 00:29:30.749779,55082.1,56645.65,52721.25,55220.14,8891
2025-03-03 00:29:30.749779,55523.85,60120.27,57324.39,59580.36,2581
2025-03-04 00:29:30.749779,59646.27,64472.2,59190.35,61866.56,6124
2025-03-05 00:29:30.749779,61738.69,61980.8,60303.14,60414.32,3193
2025-03-06 00:29:30.749779,60361.02,64710.88,59952.94,62053.24,8266
2025-03-07 00:29:30.749779,61833.04,62491.18,60284.03,60615.42,6989
2025-03-08 00:29:30.749779,61025.77,59450.23,58008.63,59203.9,5178
2025-03-09 00:29:30.749779,58485.25,61137.81,59451.24,59920.15,6997
2025-03-10 00:29:30.749779,60055.56,55337.44,52919.62,54187.95,4419
2025-03-11 00:29:30.749779,54088.33,49833.71,45208.97,49514.46,1770
2025-03-12 00:29:30.749779,50258.22,49541.16,48041.16,48122.39,8901
2025-03-13 00:29:30.749779,48582.25,47690.24,45212.88,45685.4,3814
2025-03-14 00:29:30.749779,45534.48,48130.64,45384.88,46403.23,7881
2025-03-15 00:29:30.749779,45818.93,44675.54,43124.35,44296.46,7941
2025-03-16 00:29:30.749779,44407.67,42062.41,41048.65,41168.46,8648
2025-03-17 00:29:30.749779,41610.68,46083.81,43647.74,44185.39,5854
2025-03-18 00:29:30.749779,44121.6,45768.15,43438.01,43686.58,4472
2025-03-19 00:29:30.749779,43668.32,45389.84,41967.43,43834.09,5164
2025-03-20 00:29:30.749779,44176.88,40717.77,40301.17,40711.46,2906
2025-03-21 00:29:30.749779,41315.06,41030.23,37450.02,39603.33,7238
2025-03-22 00:29:30.749779,39770.65,41427.64,39013.62,39822.98,9472
2025-03-23 00:29:30.749779,40091.83,38387.01,37472.37,37531.18,5188
2025-03-24 00:29:30.749779,37707.86,38308.89,37898.8,38236.2,6585
2025-03-25 00:29:30.749779,38080.7,37578.12,36331.76,37087.89,7981
2025-03-26 00:29:30.749779,36936.13,36644.76,35601.1,36546.97,8240
2025-03-27 00:29:30.749779,36307.67,36508.99,35410.56,35447.45,7493
2025-03-28 00:29:30.749779,35500.17,39097.4,37704.43,38730.37,6811
2025-03-29 00:29:30.749779,38373.89,39454.35,38174.68,38704.23,9717
2025-03-30 00:29:30.749779,39156.49,38045.91,35404.69,36657.34,5621
2025-03-31 00:29:30.749779,36792.17,38402.57,37337.87,38164.96,7506
2025-04-01 00:29:30.749779,38574.5,36706.32,35764.08,35835.28,4086
2025-04-02 00:29:30.749779,35702.55,38433.46,35943.68,36209.52,9905
2025-04-03 00:29:30.749779,36227.96,33632.94,32479.22,32661.58,5632
2025-04-04 00:29:30.749779,32869.82,31159.58,30326.2,30492.55,8561
2025-04-05 00:29:30.749779,30510.42,30798.83,29653.4,30792.69,8943
2025-04-06 00:29:30.749779,31268.31,32617.17,30748.71,31929.66,3472
2025-04-07 00:29:30.749779,31587.85,32776.02,31970.27,32203.24,1876
2025-04-08 00:29:30.749779,32156.6,32493.61,31619.56,32017.03,2460
2025-04-09 00:29:30.749779,31876.92,32047.96,31150.97,31535.01,4735
2025-04-10 00:29:30.749779,31684.97,29834.54,27376.5,29203.75,6342
2025-04-11 00:29:30.749779,29201.89,28275.08,27513.67,28152.64,6560
2025-04-12 00:29:30.749779,28520.47,27814.63,27307.59,27504.23,7316
2025-04-13 00:29:30.749779,27338.46,29437.71,28544.91,28958.0,1224
